Date and Time;Trend Age;Inoculation Age;I: Air Act.;I: O2 Act.;I: CO2 Act.;I: TempV;I: TempJ;I: DOamp;I: pH;I: Level 1;I: Stirr Act.;I: Torque;I: Balance1;I: Vol. Pump A1;I: Vol. Pump A2;I: Vol. Pump A3;I: Vol. Pump A4;I: Vol. CO2 Act.;I: Vol. O2 Act.;I: Vol. Air Act.;SP Temperature;SP Oxygen;SP pH;SP Foam;SP Level;O: Air Setp.;O: O2 Setp.;O: CO2 Setp.;O: N2;O: Heat;O: Cool;O: PumpTh;O: Stirr Setp.;O: Pump A1;O: Pump A2;O: Pump A3;O: Pump A4;O: Headspace 
Mon Apr 19 22:57:52 2021;149.5;0;9.99964;-0.000807189;-0.613111;37;38.8;60.0479;7.03139;0;190;0.143517;0;67.5867;18.7467;3.68077;1827.78;4157.37;19.1821;109037;37;30;7;0;0;10;0;0;0;5.2471;0;1;190;0;0;0;0;0
Mon Apr 19 23:27:52 2021;150;0;10.0072;18.9555;-0.608438;37;38.7;43.5601;7.03045;0;190;0.142609;0;67.5867;18.7467;3.68077;1827.78;4157.37;19.9712;109097;37;30;7;0;0;10;21.6599;0;0;5.40872;0;1;190;0;0;0;0;0
Mon Apr 19 23:57:52 2021;150.5;0;10.0271;53.9131;-0.625302;37;38.6;38.7065;7.03381;0;190;0.143833;0;67.5867;18.7467;3.68077;1827.78;4157.37;20.8606;109157;37;30;7;0;0;10;52.8689;0;0;5.56471;0;1;190;0;0;0;0;0
Tue Apr 20 00:27:52 2021;151;0;10.0209;-0.0179921;-0.583627;37;38.7;61.7591;7.03453;0;190;0.144493;0;67.5867;18.7467;3.68077;1827.78;4157.37;21.7247;109217;37;30;7;0;0;10;0;0;0;5.42558;0;1;190;0;0;0;0;0
Tue Apr 20 00:57:52 2021;151.5;0;9.95926;59.5191;-0.597877;37;38.7;37.9443;7.03602;0;190;0.143986;0;67.5867;18.7467;3.68077;1827.78;4157.37;22.6549;109277;37;30;7;0;0;10;59.1068;0;0;5.44207;0;1;190;0;0;0;0;0
Tue Apr 20 01:27:52 2021;152;0;10.0108;-0.00139125;-0.579121;37;38.7;55.4256;7.03881;0;190;0.14437;0;67.5867;18.7467;3.68077;1827.78;4157.37;23.5663;109337;37;30;7;0;0;10;0;0;0;5.45631;0;1;190;0;0;0;0;0
Tue Apr 20 01:57:52 2021;152.5;0;9.99037;58.6228;-0.578276;37;38.7;34.9724;7.03638;0;190;0.144152;0;67.5867;18.7467;3.68077;1827.78;4157.37;24.484;109397;37;30;7;0;0;10;60.5379;0;0;5.45631;0;1;190;0;0;0;0;0
Tue Apr 20 02:27:52 2021;153;0;9.99584;-0.00148987;-0.60426;37;38.7;58.0675;7.04147;0;190;0.144945;0;67.5867;18.7467;3.68077;1827.78;4157.37;25.5153;109457;37;30;7;0;0;10;0;0;0;5.46719;0;1;190;0;0;0;0;0
Tue Apr 20 02:57:52 2021;153.5;0;10.0004;61.6934;-0.586816;37;38.7;31.209;7.04126;0;190;0.146229;0;67.5867;18.7467;3.68077;1827.78;4157.37;26.4904;109517;37;30;7;0;0;10;62.1846;0;0;5.46981;0;1;190;0;0;0;0;0
Tue Apr 20 03:27:52 2021;154;0;9.93901;-2.53228e-05;-0.599862;36.9;38.7;60.9313;7.04494;0;190;0.144164;0;67.5867;18.7467;3.68077;1827.78;4157.37;27.46;109577;37;30;7;0;0;10;0;0;0;5.47318;0;1;190;0;0;0;0;0
Tue Apr 20 03:57:52 2021;154.5;0;10.0057;58.6045;-0.587499;37;38.7;33.332;7.04394;0;190;0.144422;0;67.5867;18.7467;3.68077;1827.78;4157.37;28.4019;109637;37;30;7;0;0;10;62.6772;0;0;5.51028;0;1;190;0;0;0;0;0
Tue Apr 20 04:27:52 2021;155;0;9.98829;-0.00103291;-0.575349;37;38.7;63.2364;7.04732;0;190;0.14439;0;67.5867;18.7467;3.68077;1827.78;4157.37;29.4893;109697;37;30;7;0;0;10;0;0;0;5.66028;0;1;190;0;0;0;0;0
Tue Apr 20 04:57:52 2021;155.5;0;10.0003;32.6878;-0.608509;36.9;38.6;44.2549;7.02169;0;190;0.150083;0;67.5867;18.7467;3.68077;1827.78;4163;30.4191;109757;37;30;7;0;0;10;37.4155;0;0;5.66253;0;1;190;0;0;0;0;0
Tue Apr 20 05:27:52 2021;156;0;9.93716;-0.000981611;-0.596315;37;38.6;49.2031;7.02708;0;190;0.146142;0;67.5867;18.7467;3.68077;1827.78;4163;31.5611;109817;37;30;7;0;0;10;0.190296;0;0;5.66666;0;1;190;0;0;0;0;0
Tue Apr 20 05:57:52 2021;156.5;0;9.99625;46.1173;-0.597412;37;38.7;38.3061;7.03774;0;190;0.147671;0;67.5867;18.7467;3.68077;1827.78;4163;32.6959;109877;37;30;7;0;0;10;39.9059;0;0;5.52415;0;1;190;0;0;0;0;0
Tue Apr 20 06:27:52 2021;157;0;10.0054;-0.00444373;-0.591521;37;38.7;59.6191;7.04311;0;190;0.148834;0;67.5867;18.7467;3.68077;1827.78;4163;33.6506;109937;37;30;7;0;0;10;0.233974;0;0;5.52341;0;1;190;0;0;0;0;0
Tue Apr 20 06:57:52 2021;157.5;0;9.98322;47.2778;-0.603556;36.9;38.8;38.4943;7.02929;0;190;0.146099;0;67.5867;18.7467;3.68077;1827.78;4167.93;34.7783;109997;37;30;7;0;0;10;43.1853;0;0;6.17332;0;1;190;0;0;0;0;0
Tue Apr 20 07:27:52 2021;158;0;10.008;-0.00551294;-0.596937;36.9;38.6;60.132;7.03216;0;190;0.146514;0;67.5867;18.7467;3.68077;1827.78;4167.93;35.707;110057;37;30;7;0;0;10;1.70604;0;0;5.98713;0;1;190;0;0;0;0;0
Tue Apr 20 07:57:52 2021;158.5;0;10.0034;60.5288;-0.599432;36.9;38.6;37.8661;7.04601;0;190;0.147401;0;67.5867;18.7467;3.68077;1827.78;4167.93;36.9306;110117;37;30;7;0;0;10;53.6338;0;0;5.75971;0;1;190;0;0;0;0;0
Tue Apr 20 08:27:52 2021;159;0;10.0378;-0.00437375;-0.621085;37;38.5;59.2851;7.02757;0;190;0.14597;0;67.5867;18.7467;3.68077;1827.78;4173.35;37.9008;110177;37;30;7;0;0;10;0;0;0;4.70322;0;1;190;0;0;0;0;0
Tue Apr 20 08:57:52 2021;159.5;0;9.98916;74.9226;-0.613739;37.1;38.5;31.7799;7.03473;0;190;0.14841;0;67.5867;18.7467;3.68077;1827.78;4173.35;38.9996;110237;37;30;7;0;0;10;74.6728;0;0;3.93888;0;1;190;0;0;0;0;0
Tue Apr 20 09:27:52 2021;160;0;9.97979;-0.0286579;-0.631556;37.1;38.8;59.2091;7.04649;0;190;0.148182;0;67.5867;18.7467;3.68077;1827.78;4173.35;40.0989;110297;37;30;7;0;0;10;0;0;0;4.09463;0;1;190;0;0;0;0;0
Tue Apr 20 09:57:52 2021;160.5;0;9.99573;12.0095;-0.63365;37.1;38.9;49.7281;7.02637;0;190;0.148451;0;67.5867;18.7467;3.68077;1827.78;4179.55;41.0476;110357;37;30;7;0;0;10;13.3188;0;0;4.19604;0;1;190;0;0;0;0;0
Tue Apr 20 10:27:52 2021;161;0;9.99925;-0.0658497;-0.640525;37;38.8;54.21;7.04283;0;190;0.147528;0;67.5867;18.7467;3.68077;1827.78;4179.55;42.3695;110417;37;30;7;0;0;10;0;0;0;5.424;0;1;190;0;0;0;0;0
Tue Apr 20 10:57:52 2021;161.5;0;10.001;70.9075;-0.649873;37;38.7;29.5707;7.03017;0;190;0.147198;0;67.5867;18.7467;3.68077;1827.78;4184.91;43.5311;110477;37;30;7;0;0;10;70.8483;0;0;5.04329;0;1;190;0;0;0;0;0
Tue Apr 20 11:27:52 2021;162;0;9.99078;37.6411;-0.649585;37;38.6;41.9309;7.02721;0;190;0.148816;0;67.5867;18.7467;3.68077;1834.34;4184.91;44.6703;110537;37;30;7;0;0;10;39.1611;0;0;4.56551;0;1;190;0;0;0;0;0
Tue Apr 20 11:57:52 2021;162.5;0;9.99876;-0.0136912;-0.6421;37;38.6;48.9711;7.04606;0;190;0.148464;0;67.5867;18.7467;3.68077;1834.34;4184.91;45.9523;110597;37;30;7;0;0;10;0;0;0;4.82149;0;1;190;0;0;0;0;0
Tue Apr 20 12:27:52 2021;163;0;9.99294;44.5971;-0.647483;37;38.6;36.764;7.02343;0;190;0.144147;0;67.5867;18.7467;3.68077;1834.34;4191.13;46.9538;110657;37;30;7;0;0;10;50.7759;0;0;4.96167;0;1;190;0;0;0;0;0
Tue Apr 20 12:57:52 2021;163.5;0;9.98865;-0.098535;-0.637801;37;38.6;58.2374;7.04095;0;190;0.141223;0;67.5867;18.7467;3.68077;1834.34;4191.13;48.2221;110717;37;30;7;0;0;10;0;0;0;4.99315;0;1;190;0;0;0;0;0
Tue Apr 20 13:27:52 2021;164;0;9.9849;77.2364;-0.625852;37;38.7;28.6325;7.02905;0;190;0.144929;0;67.5867;18.7467;3.68077;1834.34;4196.28;49.4037;110777;37;30;7;0;0;10;75.9388;0;0;4.85627;0;1;190;0;0;0;0;0
Tue Apr 20 13:57:52 2021;164.5;0;9.98697;-0.0771834;-0.643682;37;38.7;59.377;7.0426;0;190;0.145474;0;67.5867;18.7467;3.68077;1834.34;4196.28;50.5547;110837;37;30;7;0;0;10;0;0;0;4.85702;0;1;190;0;0;0;0;0
Tue Apr 20 14:27:52 2021;165;0;10.0316;-0.0390053;-0.632859;37;38.7;53.0041;7.03303;0;190;0.144411;0;67.5867;18.7467;3.68077;1834.34;4202.12;51.91;110897;37;30;7;0;0;10;0;0;0;4.85777;0;1;190;0;0;0;0;0
Tue Apr 20 14:57:52 2021;165.5;0;10.0339;-0.0950385;-0.625942;37;38.6;54.0999;7.04465;0;190;0.143347;0;67.5867;18.7467;3.68077;1834.34;4202.12;52.9475;110957;37;30;7;0;0;10;0.488138;0;0;4.85777;0;1;190;0;0;0;0;0
Tue Apr 20 15:27:52 2021;166;0;10.0049;-0.0622821;-0.638991;37;38.7;53.7674;7.0368;0;190;0.145253;0;67.5867;18.7467;3.68077;1834.34;4208;54.3853;111017;37;30;7;0;0;10;0;0;0;4.86152;0;1;190;0;0;0;0;0
Tue Apr 20 15:57:52 2021;166.5;0;10.0136;14.293;-0.639573;37;38.7;43.1905;7.0359;0;190;0.143032;0;67.5867;18.7467;3.68077;1834.34;4213.25;55.763;111077;37;30;7;0;0;10;8.22633;0;0;4.86189;0;1;190;0;0;0;0;0
Tue Apr 20 16:27:52 2021;167;0;10.01;-0.0652358;-0.617911;37;38.7;55.8207;7.04843;0;190;0.142898;0;67.5867;18.7467;3.68077;1834.34;4213.25;56.8705;111137;37;30;7;0;0;10;0.857019;0;0;4.85964;0;1;190;0;0;0;0;0
Tue Apr 20 16:57:52 2021;167.5;0;9.99907;-0.0683013;-0.634304;37;38.7;54.5256;7.04724;0;190;0.145443;0;67.5867;18.7467;3.68077;1834.34;4217.73;58.2872;111197;37;30;7;0;0;10;0;0;0;4.85852;0;1;190;0;0;0;0;0
Tue Apr 20 17:27:52 2021;168;0;9.96495;16.6279;-0.634118;37;38.7;44.0401;7.04306;0;190;0.145384;0;67.5867;18.7467;3.68077;1834.34;4223.27;59.7311;111257;37;30;7;0;0;10;11.3373;0;0;4.85852;0;1;190;0;0;0;0;0
Tue Apr 20 17:57:52 2021;168.5;0;9.99918;12.7705;-0.628705;37;38.6;46.3999;7.035;0;190;0.144485;0;67.5867;18.7467;3.68077;1834.34;4228.56;60.8063;111317;37;30;7;0;0;10;14.0556;0;0;4.85852;0;1;190;0;0;0;0;0
Tue Apr 20 18:27:52 2021;169;0;10.0184;-0.0621512;-0.630627;37;38.6;51.6305;7.03809;0;190;0.143102;0;67.5867;18.7467;3.68077;1834.34;4233.9;62.313;111377;37;30;7;0;0;10;0;0;0;4.85852;0;1;190;0;0;0;0;0
Tue Apr 20 18:57:52 2021;169.5;0;9.98982;30.1917;-0.647263;37;38.7;39.8417;7.03488;0;190;0.14265;0;67.5867;18.7467;3.68077;1834.34;4238.75;63.4852;111437;37;30;7;0;0;10;32.4555;0;0;4.85852;0;1;190;0;0;0;0;0
Tue Apr 20 19:27:52 2021;170;0;9.99586;-0.0601851;-0.635919;37;38.6;50.1785;7.02887;0;190;0.145526;0;67.5867;18.7467;3.68077;1834.34;4245.11;64.9014;111497;37;30;7;0;0;10;0.529928;0;0;4.85889;0;1;190;0;0;0;0;0
Tue Apr 20 19:57:52 2021;170.5;0;10.0234;-0.0201886;-0.633821;37;38.7;51.0626;7.04384;0;190;0.146876;0;67.5867;18.7467;3.68077;1834.34;4249.81;66.4036;111557;37;30;7;0;0;10;0;0;0;4.85889;0;1;190;0;0;0;0;0
Tue Apr 20 20:27:52 2021;171;0;9.9915;32.7688;-0.614643;37;38.7;39.6829;7.03724;0;190;0.146133;0;67.5867;18.7467;3.68077;1834.34;4255.69;67.9572;111617;37;30;7;0;0;10;28.7706;0;0;4.86039;0;1;190;0;0;0;0;0
Tue Apr 20 20:57:52 2021;171.5;0;9.94315;12.9565;-0.617767;37;38.7;42.45;7.03094;0;190;0.144242;0;67.5867;18.7467;3.68077;1834.34;4262.4;69.0853;111677;37;30;7;0;0;10;16.1662;0;0;4.86377;0;1;190;0;0;0;0;0
Tue Apr 20 21:27:52 2021;172;0;10.0221;22.0136;-0.624913;37;38.7;38.3527;7.03089;0;190;0.144636;0;67.5867;18.7467;3.68077;1834.34;4268.84;70.5567;111737;37;30;7;0;0;10;24.4809;0;0;4.86677;0;1;190;0;0;0;0;0
Tue Apr 20 21:57:52 2021;172.5;0;9.99144;-0.0096991;-0.628715;37;38.7;53.2436;7.04389;0;190;0.143932;0;67.5867;18.7467;3.68077;1834.34;4274.42;72.1914;111797;37;30;7;0;0;10;0;0;0;4.86864;0;1;190;0;0;0;0;0
Tue Apr 20 22:27:52 2021;173;0;9.95185;89.6751;-0.60218;37;38.7;27.6652;7.0408;0;190;0.141613;0;67.5867;18.7467;3.68077;1834.34;4281.09;73.5335;111857;37;30;7;0;0;10;89.1477;0;0;4.86939;0;1;190;0;0;0;0;0
Tue Apr 20 22:57:52 2021;173.5;0;9.99566;11.5106;-0.586102;37;38.7;44.7042;7.04631;0;190;0.14119;0;67.5867;18.7467;3.68077;1834.34;4287.32;74.8931;111917;37;30;7;0;0;10;14.4054;0;0;4.87201;0;1;190;0;0;0;0;0
Tue Apr 20 23:27:52 2021;174;0;10.0039;3.29132;-0.600546;37;38.7;48.0821;7.03954;0;190;0.143798;0;67.5867;18.7467;3.68077;1834.34;4297.29;76.4325;111977;37;30;7;0;0;10;6.06991;0;0;4.87313;0;1;190;0;0;0;0;0
Tue Apr 20 23:57:52 2021;174.5;0;9.99023;-0.00972352;-0.601183;37;38.6;50.1052;7.04717;0;190;0.1439;0;67.5867;18.7467;3.68077;1834.34;4307.68;78.0878;112037;37;30;7;0;0;10;0;0;0;4.87388;0;1;190;0;0;0;0;0
Wed Apr 21 00:27:52 2021;175;0;10.0309;69.9932;-0.625026;37;38.7;30.854;7.04079;0;190;0.143111;0;67.5867;18.7467;3.68077;1834.34;4313.86;79.6091;112097;37;30;7;0;0;10;69.9886;0;0;4.87538;0;1;190;0;0;0;0;0
Wed Apr 21 00:57:52 2021;175.5;0;10.0072;10.4598;-0.593384;37;38.7;43.1003;7.04061;0;190;0.145582;0;67.5867;18.7467;3.68077;1834.34;4321.71;80.8737;112157;37;30;7;0;0;10;14.1353;0;0;4.87988;0;1;190;0;0;0;0;0
Wed Apr 21 01:27:52 2021;176;0;9.99946;-0.00400893;-0.598691;37;38.7;49.891;7.03463;0;190;0.143022;0;67.5867;18.7467;3.68077;1834.34;4335.48;82.5328;112217;37;30;7;0;0;10;1.2504;0;0;4.887;0;1;190;0;0;0;0;0
Wed Apr 21 01:57:52 2021;176.5;0;9.99024;54.3009;-0.597424;37;38.7;34.1522;7.04117;0;190;0.142147;0;67.5867;18.7467;3.68077;1834.34;4342.28;84.1053;112277;37;30;7;0;0;10;49.1798;0;0;4.89412;0;1;190;0;0;0;0;0
Wed Apr 21 02:27:52 2021;177;0;9.99615;81.6702;3.5257;37;38.7;28.3998;7.05043;0;190;0.144114;0;67.5867;18.7467;3.68077;1834.34;4349.6;85.6849;112337;37;30;7;0;0;10;80.6422;4.88279;0;4.91061;0;1;190;0;0;0;0;0
Wed Apr 21 02:57:52 2021;177.5;0;10.0106;5.4847;-0.617035;37;38.7;42.8686;7.04706;0;190;0.143528;0;67.5867;18.7467;3.68077;1834.34;4362.44;87.3839;112397;37;30;7;0;0;10;0.869985;0;0;4.92785;0;1;190;0;0;0;0;0
Wed Apr 21 03:27:52 2021;178;0;10.0071;93.8193;-0.603966;37;38.7;24.9098;7.03999;0;190;0.142375;0;67.5867;18.7467;3.68077;1834.34;4373.73;88.8006;112457;37;30;7;0;0;10;91.5198;0;0;4.93498;0;1;190;0;0;0;0;0
Wed Apr 21 03:57:52 2021;178.5;0;9.97956;24.6892;-0.605296;37;38.7;40.4331;7.04008;0;190;0.144743;0;67.5867;18.7467;3.68077;1834.34;4386.9;90.5343;112517;37;30;7;0;0;10;21.3596;0;0;4.94172;0;1;190;0;0;0;0;0
Wed Apr 21 04:27:52 2021;179;0;10.0285;16.5461;-0.592722;37;38.7;39.3553;7.04754;0;190;0.146053;0;67.5867;18.7467;3.68077;1834.34;4394.83;91.8506;112577;37;30;7;0;0;10;18.3685;0;0;4.94622;0;1;190;0;0;0;0;0
Wed Apr 21 04:57:52 2021;179.5;0;10.0118;-0.00341972;-0.555526;37;38.7;52.5918;7.0445;0;190;0.144306;0;67.5867;18.7467;3.68077;1834.34;4413.32;93.4904;112637;37;30;7;0;0;10;0;0;0;4.95147;0;1;190;0;0;0;0;0
Wed Apr 21 05:27:52 2021;180;0;10.0326;-0.0144923;-0.62911;37;38.7;49.6878;7.0354;0;190;0.142995;0;67.5867;18.7467;3.68077;1834.34;4423.85;95.0948;112697;37;30;7;0;0;10;0;0;0;4.95822;0;1;190;0;0;0;0;0
Wed Apr 21 05:57:52 2021;180.5;0;9.9672;97.1956;14.9828;37;38.7;26.8091;7.05335;0;190;0.141348;0;67.5867;18.7467;3.68077;1834.34;4431.86;96.5712;112757;37;30;7;0;0;10;97.6389;16.6026;0;4.96721;0;1;190;0;0;0;0;0
Wed Apr 21 06:27:52 2021;181;0;9.97053;37.8879;-0.581047;37;38.7;34.2723;7.04988;0;190;0.141882;0;67.5867;18.7467;3.68077;1834.34;4444.03;98.0328;112817;37;30;7;0;0;10;45.9731;0;0;4.97733;0;1;190;0;0;0;0;0
Wed Apr 21 06:57:52 2021;181.5;0;9.93839;-0.00833569;-0.611928;37;38.7;48.8521;7.04699;0;190;0.140303;0;67.5867;18.7467;3.68077;1834.34;4458.93;99.646;112877;37;30;7;0;0;10;0.545568;0;0;4.98482;0;1;190;0;0;0;0;0
Wed Apr 21 07:27:52 2021;182;0;9.99058;-0.000368839;-0.574564;37;38.7;43.2556;7.03774;0;190;0.141433;0;67.5867;18.7467;3.68077;1834.34;4476.73;101.308;112937;37;30;7;0;0;10;0;0;0;4.99981;0;1;190;0;0;0;0;0
Wed Apr 21 07:57:52 2021;182.5;0;10.0404;10.3636;-0.614212;37;38.7;43.4123;7.0408;0;190;0.142937;0;67.5867;18.7467;3.68077;1834.34;4491.19;102.976;112997;37;30;7;0;0;10;5.46417;0;0;5.00281;0;1;190;0;0;0;0;0
Wed Apr 21 08:27:52 2021;183;0;9.96955;53.347;-0.600022;37;38.7;34.8753;7.03594;0;190;0.145938;0;67.5867;18.7467;3.68077;1834.34;4508.12;104.573;113057;37;30;7;0;0;10;50.6934;0;0;5.00469;0;1;190;0;0;0;0;0
Wed Apr 21 08:57:52 2021;183.5;0;10.0508;75.7463;-0.630054;37;38.7;28.1913;7.03301;0;190;0.1447;0;67.5867;18.7467;3.68077;1834.34;4523.78;106.017;113117;37;30;7;0;0;10;75.6651;0;0;5.00544;0;1;190;0;0;0;0;0
Wed Apr 21 09:27:52 2021;184;0;10.008;82.8161;-0.613122;37;38.7;28.289;7.0344;0;190;0.144505;0;67.5867;18.7467;3.68077;1834.34;4540.22;107.711;113177;37;30;7;0;0;10;79.7015;0;0;5.00581;0;1;190;0;0;0;0;0
Wed Apr 21 09:57:52 2021;184.5;0;10.0089;51.6304;-0.642462;37;38.7;33.9461;7.0358;0;190;0.144063;0;67.5867;18.7467;3.68077;1834.34;4557.88;109.437;113237;37;30;7;0;0;10;46.5734;0;0;5.00619;0;1;190;0;0;0;0;0
Wed Apr 21 10:27:52 2021;185;0;9.93262;47.1591;-0.632873;37;38.7;37.8186;7.03844;0;190;0.143683;0;67.5867;18.7467;3.68077;1834.34;4575.26;111.146;113297;37;30;7;0;0;10;39.2503;0;0;5.00619;0;1;190;0;0;0;0;0
Wed Apr 21 10:57:52 2021;185.5;0;9.96809;11.676;-0.625585;37;38.7;41.9821;7.03978;0;190;0.144583;0;67.5867;18.7467;3.68077;1834.34;4593.67;112.844;113357;37;30;7;0;0;10;5.20192;0;0;4.32931;0;1;190;0;0;0;0;0
Wed Apr 21 11:27:52 2021;186;0;9.98622;50.4198;-0.635781;37.4;38.7;30.2298;7.03757;0;190;0.143366;0;101.232;18.7467;3.68077;1834.34;4640.37;115.117;113417;37;30;7;0;0;10;50.4212;0;0;1.34838;0;1;190;0;0;0;0;0
Wed Apr 21 11:57:52 2021;186.5;0;9.99511;37.9885;-0.596464;37.1;38.8;29.3875;7.04394;0;190;0.145197;0;101.232;18.7467;3.68077;1844.6;4669.55;117.485;113477;37;30;7;0;0;10;37.9953;0;0;3.98316;0;1;190;0;0;0;0;0
Wed Apr 21 12:27:52 2021;187;0;10.0501;18.9632;-0.549274;37;38.6;33.1919;7.04772;0;190;0.143517;0;101.232;18.7467;3.68077;1854.22;4701.97;119.811;113537;37;30;7;0;0;10;19.7118;0;0;4.60291;0;1;190;0;0;0;0;0
Wed Apr 21 12:57:52 2021;187.5;0;10.0003;34.5973;-0.606161;37;38.6;30.1857;7.04411;0;190;0.144488;0;101.232;18.7467;3.68077;1854.22;4727.44;121.964;113597;37;30;7;0;0;10;34.6005;0;0;4.72022;0;1;190;0;0;0;0;0
Wed Apr 21 13:27:52 2021;188;0;9.99486;35.6768;-0.629113;37;38.6;29.5345;7.04576;0;190;0.141982;0;101.232;18.7467;3.68077;1854.22;4753.94;124.069;113657;37;30;7;0;0;10;35.6758;0;0;4.61819;0;1;190;0;0;0;0;0
Wed Apr 21 13:57:52 2021;188.5;0;9.97634;30.3148;4.70022;37;38.8;31.838;7.05043;0;190;0.145759;0;101.232;18.7467;3.68077;1854.22;4780.75;126.211;113717;37;30;7;0;0;10;28.981;6.70333;0;4.5158;0;1;190;0;0;0;0;0
Wed Apr 21 14:27:52 2021;189;0;9.9931;23.4787;-0.603813;37;38.7;31.7314;7.0725;0;190;0.142532;0;101.232;18.7467;3.68077;1854.22;4799.94;128.245;113777;37;30;7;0;0;10;23.5967;0;0;4.71677;0;1;190;0;0;0;0;0
Wed Apr 21 14:57:52 2021;189.5;0;9.99213;-0.0152508;-0.601537;37;38.7;28.7261;7.09361;0;190;0.143649;0;101.232;18.7467;3.68077;1854.22;4819.21;130.128;113837;37;30;7;0;0;10;4.15925;0;0;4.61736;0;1;190;0;0;0;0;0
Wed Apr 21 15:27:52 2021;190;0;9.97528;-0.000227151;-0.614452;32.1;37.6;46.1217;7.0858;0;190;0.144399;0;101.232;18.7467;3.68077;1854.22;4842.63;131.26;113897;33;30;7;0;0;10;0;0;0;14.8769;0;1;190;0;0;0;0;0
Wed Apr 21 15:57:52 2021;190.5;0;10.0147;14.3247;19.7552;32.5;35;37.3816;7.10172;0;190;0.147626;0;101.232;18.7467;3.68077;1854.22;4854.55;132.545;113957;33;30;7;0;0;10;10.2864;22.741;0;6.80268;0;1;190;0;0;0;0;0
Wed Apr 21 16:27:52 2021;191;0;10.0295;-0.0181022;-0.587222;32.8;34.7;45.0548;7.08851;0;190;0.146956;0;101.232;18.7467;3.68077;1854.22;4873.15;133.511;114017;33;30;7;0;0;10;0;0;0;4.03405;0;1;190;0;0;0;0;0
Wed Apr 21 16:57:52 2021;191.5;0;10.0033;-0.00649855;-0.555121;32.9;34.7;48.9101;7.09204;0;190;0.146306;0;101.232;18.7467;3.68077;1854.22;4892.09;134.562;114077;33;30;7;0;0;10;0;0;0;2.16666;0;1;190;0;0;0;0;0
Wed Apr 21 17:27:52 2021;192;0;10.0078;26.9368;-0.602624;33;34.6;35.6997;7.09745;0;190;0.147359;0;101.232;18.7467;3.68077;1854.22;4901.44;135.447;114137;33;30;7;0;0;10;21.681;0;0;2.43333;0;1;190;0;0;0;0;0
Wed Apr 21 17:57:52 2021;192.5;0;9.97976;-0.0190087;-0.627557;33;34.8;50.3609;7.14823;0;190;0.145162;0;101.232;18.7467;3.68077;1854.22;4901.44;136.442;114197;33;30;7;0;0;10;0;0;0;2.44884;0;1;190;0;0;0;0;0
Wed Apr 21 18:27:52 2021;193;0;9.98682;-0.0513098;35.5356;33;34.7;49.6418;7.20082;0;190;0.146893;0;101.232;18.7467;3.68077;1854.22;4905.99;137.395;114257;33;30;7;0;0;10;0;40.5482;0;2.60408;0;1;190;0;0;0;0;0
Wed Apr 21 18:57:52 2021;193.5;0;9.99225;-0.0793417;-0.63815;33;34.7;45.8457;7.17705;0;190;0.147088;0;101.232;18.7467;3.68077;1854.22;4920.96;138.295;114317;33;30;7;0;0;10;0;0;0;2.63147;0;1;190;0;0;0;0;0
Wed Apr 21 19:27:52 2021;194;0;10.0075;-0.0808164;-0.641928;33;34.7;54.3176;7.18479;0;190;0.144236;0;101.232;18.7467;3.68077;1854.22;4929.73;139.28;114377;33;30;7;0;0;10;0.321941;0;0;2.65173;0;1;190;0;0;0;0;0
Wed Apr 21 19:57:52 2021;194.5;0;10.0494;-0.0361886;-0.637458;33;34.6;44.7775;7.1789;0;190;0.147277;0;101.232;18.7467;3.68077;1854.22;4940.43;140.236;114437;33;30;7;0;0;10;0;0;0;2.66936;0;1;190;0;0;0;0;0
Wed Apr 21 20:27:52 2021;195;0;10.0291;27.6294;-0.608989;33;34.7;33.705;7.18339;0;190;0.146676;0;101.232;18.7467;3.68077;1854.22;4949.87;141.242;114497;33;30;7;0;0;10;23.8154;0;0;2.68136;0;1;190;0;0;0;0;0
Wed Apr 21 20:57:52 2021;195.5;0;9.98334;-0.0527774;-0.649184;33;34.7;46.6308;7.18239;0;190;0.145922;0;101.232;18.7467;3.68077;1854.22;4960.72;142.204;114557;33;30;7;0;0;10;0;0;0;2.68624;0;1;190;0;0;0;0;0
Wed Apr 21 21:27:52 2021;196;0;10.0138;-0.0194176;-0.640156;33;34.7;44.595;7.18064;0;190;0.145086;0;101.232;18.7467;3.68077;1854.22;4971.61;143.187;114617;33;30;7;0;0;10;0;0;0;2.70913;0;1;190;0;0;0;0;0
Wed Apr 21 21:57:52 2021;196.5;0;9.99541;-0.00841887;-0.627183;33;34.6;40.7833;7.18325;0;190;0.144192;0;101.232;18.7467;3.68077;1854.22;4981.94;144.176;114677;33;30;7;0;0;10;0;0;0;2.86925;0;1;190;0;0;0;0;0
Wed Apr 21 22:27:52 2021;197;0;10.0041;-0.0133087;-0.640718;33;34.6;46.3538;7.18099;0;190;0.147523;0;101.232;18.7467;3.68077;1854.22;4992.98;145.172;114737;33;30;7;0;0;10;0;0;0;2.88914;0;1;190;0;0;0;0;0
Wed Apr 21 22:57:52 2021;197.5;0;10.0028;-0.0335983;-0.657634;33;34.6;49.6131;7.1826;0;190;0.145006;0;101.232;18.7467;3.68077;1854.22;5003.44;146.163;114797;33;30;7;0;0;10;0.0264931;0;0;2.90939;0;1;190;0;0;0;0;0
