Drug Name,Generic Name,Brand Name,Company Name,Therapy Area,Indication,Development Stage,Drug Geography
pazopanib,pazopanib [INN],,Lotus Pharmaceutical Co Ltd,Oncology, Renal Cell Carcinoma,Preclinical,EU
pazopanib,pazopanib [INN],,Lotus Pharmaceutical Co Ltd,Oncology, Soft Tissue Sarcoma,Inactive,Asia-Pacific; EU
pazopanib,pazopanib [INN],,Lotus Pharmaceutical Co Ltd,Oncology, Renal Cell Carcinoma,Inactive,Asia-Pacific
PB-101,,,Panolos Bioscience,Oncology, Solid Tumor,Preclinical,Global
PD-L1/VEGF Trap,,,Immunowake Inc,Oncology, Unspecified Cancer,Preclinical,Global
pegylated doxorubicin,,,Graybug Vision Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
pegylated doxorubicin,,,Graybug Vision Inc,Ophthalmology, Choroidal Neovascularization,Inactive,Global
PMC-201,,,PharmAbcine Inc,Oncology, Colorectal Cancer,Preclinical,Global
PMC-404,,,PharmAbcine Inc,Undisclosed, Unspecified,Preclinical,Global
Polymer to Target P-selectin and VEGF for Oncology,,,National Cancer Center,Oncology,,Preclinical,Global
propranolol hydrochloride,propranolol hydrochloride,,Spanish National Research Council,Genetic Disorders, Von Hippel-Lindau Syndrome,Preclinical,EU
Protein to Inhibit VEGF for Ophthalmology,,,Ocular Therapeutix Inc,Ophthalmology, Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
Protein to Inhibit VEGF for Ophthalmology,,,Ocular Therapeutix Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
Q-922,,,Medicon Inc,Oncology, Epithelial Ovarian Cancer,Preclinical,Global
QR-214,,,Qrono Inc,Oncology, Unspecified Cancer,Preclinical,Global
R-916562,,,Rigel Pharmaceuticals Inc,Oncology,,Preclinical,Global
ramucirumab biosimilar,,,Eden Biologics Inc,Oncology, Colorectal Cancer; Gastric Cancer; Non-Small Cell Lung Cancer,Preclinical,Global
ranibizumab biobetter,,,Ildong Pharmaceutical Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
ranibizumab biosimilar,,,Clonz Biotech Pvt Ltd,Ophthalmology, Macular Edema; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,India
ranibizumab biosimilar,,,Clonz Biotech Pvt Ltd,Metabolic Disorders, Diabetic Macular Edema,Preclinical,India
ranibizumab biosimilar,,,HK inno.N Corp,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
ranibizumab biosimilar,,,HK inno.N Corp,Ophthalmology, Retinopathy,Inactive,United States
ranibizumab biosimilar,,,Celon Pharma SA,Ophthalmology, Age Related Macular Degeneration; Macular Edema,Preclinical,Global
ranibizumab biosimilar,,,Celon Pharma SA,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
ranibizumab biosimilar,,,Mabion SA,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Preclinical,Global
ranibizumab biosimilar,,,Mabion SA,Ophthalmology, Age Related Macular Degeneration; Choroidal Neovascularization; Macular Edema; Vision Disorders; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
ranibizumab biosimilar,,,Profarma,Ophthalmology, Macular Edema; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
ranibizumab biosimilar,,,Profarma,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
Recombinant Peptide for Acute Ischemic Stroke and Alzheimer's Disease,,,Stream Biomedical Inc,Central Nervous System, Alzheimer's Disease,Preclinical,Global
Recombinant Peptide for Acute Ischemic Stroke and Alzheimer's Disease,,,Stream Biomedical Inc,Cardiovascular, Acute Ischemic Stroke,Preclinical,Global
Recombinant Protein to Agonize PEDF for Women's Health,,,Tel Aviv University,Women's Health, Endometriosis; Ovarian Hyperstimulation Syndrome; Polycystic Ovarian Syndrome,Preclinical,Global
"Recombinant Protein to Antagonize VEGFR2, ITGB3 and ITGAV for Oncology",,,Stanford University,Oncology,,Preclinical,Global
Recombinant Protein to Inhibit PDGF and VEGF for Wet Age Related Macular Degeneration,,,AbbVie Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
Recombinant Protein to Target FLT1 for Pre-Eclampsia,,,Aggamin LLC,Cardiovascular, Pre-Eclampsia,Preclinical,EU; United States
RO-101,,,RevOpsis Therapeutics Corp,Ophthalmology, Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
RO-101,,,RevOpsis Therapeutics Corp,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
RP-1400,,,Rhizen Pharmaceuticals SA,Oncology, Non-Small Cell Lung Cancer,Preclinical,Global
RS-201,,,RiniSight Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
RS-201,,,RiniSight Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
SAUG-1,,,Portage Biotech Inc,Oncology, Solid Tumor,Preclinical,Global
SCR-101,,,AMD Therapeutics LLC,Dermatology, Acne Vulgaris; Hypertrophic Scars,Preclinical,United States
SCT-520F,,,SinoCelltech Group Ltd,Oncology, Solid Tumor,Preclinical,Global
SCT-520FF,,,SinoCelltech Group Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
SGL-10060,,,Seagull Therapeutics,Oncology,,Preclinical,Global
SHLP-6,,,CohBar Inc,Oncology, Breast Cancer; Liver Cancer; Ovarian Cancer; Prostate Cancer,Preclinical,Global
SJP-1601,,,Samjin Pharm Co Ltd,Oncology, Colorectal Cancer,Preclinical,Global
SK-216,,,Hiroshima University,Oncology, Metastatic Lung Cancer,Preclinical,Global
Small Molecule for Dry Eye and Meibomian Blepharitis,,,Aerie Pharmaceuticals Inc,Ophthalmology, Keratoconjunctivitis Sicca (Dry Eye); Meibomian Blepharitis,Preclinical,Global
Small Molecule for Ophthalmology,,,Eyemedix Inc,Ophthalmology,,Preclinical,Global
Small Molecule to Antagonize GPR91 for Retinal Angiogenesis and Liver Fibrosis,,,Impetis Biosciences Ltd,Gastrointestinal, Liver Fibrosis,Preclinical,Global
Small Molecule to Antagonize GPR91 for Retinal Angiogenesis and Liver Fibrosis,,,Impetis Biosciences Ltd,Ophthalmology,,Inactive,Global
Small Molecule to Inhibit FTase and GGTase I for Pancreatic Cancer,,,H. Lee Moffitt Cancer Center & Research Institute Inc,Oncology, Pancreatic Cancer,Preclinical,Global
Small Molecule to Inhibit VEGF for Diabetic Macular Edema and Wet Macular Degeneration,,,Kubota Vision Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
Small Molecule to Inhibit VEGF for Diabetic Macular Edema and Wet Macular Degeneration,,,Kubota Vision Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
Small Molecule to Inhibit VEGF for Solid Tumors,,,Interprotein Corp,Oncology, Solid Tumor,Preclinical,Global
Small Molecule to Inhibit VEGF-A and IL6 for Inflammation and Oncology,,,Kyung Hee University,Oncology, Blood Cancer,Preclinical,Global
Small Molecule to Inhibit VEGF-A and IL6 for Inflammation and Oncology,,,Kyung Hee University,Immunology, Inflammation,Preclinical,Global
Small Molecule to Inhibit VEGFA for Oral Cancer,,,Kyung Hee University,Oncology, Oral Cancer,Preclinical,Global
Small Molecules to Antagonize Adenosine A2B Receptor for Asthma and Myocardial Infarction,,,Vanderbilt University,Cardiovascular, Myocardial Infarction,Preclinical,Global
Small Molecules to Antagonize Adenosine A2B Receptor for Asthma and Myocardial Infarction,,,Vanderbilt University,Respiratory, Asthma,Inactive,Global
Small Molecules to Inhibit VEGFR2 for Breast Cancer,,,Nova Southeastern University,Oncology, Breast Cancer,Preclinical,Global
SPHINX-31,,,Exonate Ltd,Oncology," Acute Myelocytic Leukemia (AML, Acute Myeloblastic Leukemia)",Preclinical,Global
SPHINX-31,,,Exonate Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
ST-102,,,Semathera Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
ST-1898,,,Beijing Scitech-MQ Pharmaceuticals Ltd,Oncology, Gastric Cancer; Hepatocellular Carcinoma; Kidney Cancer (Renal Cell Cancer); Non-Small Cell Lung Cancer,Preclinical,China
Stem Cell Therapy for Critical Limb Ischemia,,,University of California Davis,Cardiovascular, Critical Limb Ischemia,Preclinical,Global
"Stem Cell Therapy to Activate BDNF, GDNF, IGF1 and VEGF for Peripheral Nerve Injury and Neuropathic Pain",,,Stem Cell Medicine Ltd,Central Nervous System, Neuropathic Pain (Neuralgia); Peripheral Nerve Injury,Preclinical,Global
STIA-0168,,,Sorrento Therapeutics Inc,Oncology,,Preclinical,Global
STP-355,,,Sirnaomics Ltd,Oncology, Breast Cancer; Colorectal Cancer; Melanoma,Preclinical,United States
Synthetic Peptide to Antagonise VEGFR for Wounds,,,Yale University,Dermatology, Wounds,Preclinical,Global
Synthetic Peptide to Inhibit HPSE and VEGF for Oncology,,,Xavier University of Louisiana,Oncology, Breast Cancer,Preclinical,Global
Synthetic Peptides for Oncology,,,The Cleveland Clinic Foundation,Oncology,,Preclinical,Global
Synthetic Proteins to Inhibit VEGFA for Wet Macular Degeneration and Oncology,,,Reflexion Pharmaceuticals Inc,Oncology,,Preclinical,Global
Synthetic Proteins to Inhibit VEGFA for Wet Macular Degeneration and Oncology,,,Reflexion Pharmaceuticals Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Unknown,Global
taurolidine,taurolidine [INN],,CorMedix Inc,Oncology, Neuroblastoma,Preclinical,United States
taurolidine,taurolidine [INN],,CorMedix Inc,Infectious Disease, Fungal Infections,Discovery,Global
taurolidine,taurolidine [INN],,CorMedix Inc,Oncology, Osteosarcoma,Discovery,Global
thalidomide,thalidomide,Taldo,PlumeStars Srl,Genetic Disorders, Hereditary Hemorrhagic Telangiectasia (Osler–Weber–Rendu Disease),Preclinical,EU; United States
TJO-054,,,TaeJoon Pharmaceuticals Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
TO-O-1002,,,Theratocular Biotek Co Ltd,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
TO-O-1002,,,Theratocular Biotek Co Ltd,Ophthalmology, Retinal Vein Occlusion,Preclinical,Global
TO-O-1002,,,Theratocular Biotek Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,United States
TR-764,,,University of Padova,Oncology, Hepatocellular Carcinoma; Melanoma,Preclinical,Global
TRV-32R,,,Teraclon IDF SL,Ophthalmology, Glaucoma,Preclinical,Global
TRV-32R,,,Teraclon IDF SL,Metabolic Disorders, Diabetic Retinopathy,Preclinical,Global
TRV-32R,,,Teraclon IDF SL,Ophthalmology, Age Related Macular Degeneration; Central Retinal Vein Occlusion,Inactive,Global
TY-011,,,Nanjing Tianyi Bioscience Co Ltd,Oncology, Gastric Cancer,Preclinical,Global
UB-925,,,United BioPharma Inc,Oncology, Colorectal Cancer; Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas; Non-Small Cell Lung Cancer,Preclinical,Global
UBS-109,,,Emory University,Oncology, Colorectal Cancer; Head And Neck Cancer Squamous Cell Carcinoma,Preclinical,Global
UBS-109,,,Emory University,Musculoskeletal Disorders, Bone Disorders,Preclinical,Global
UBS-109,,,Emory University,Central Nervous System, Depression,Inactive,Global
V-10,,,Nangiotx Inc,Cardiovascular, Peripheral Arterial Disease (PAD)/ Peripheral Vascular Disease (PVD),Preclinical,Global
v-DOS,,,Helix BioPharma Corp,Oncology, Breast Cancer,Preclinical,Global
Vaccine to Target CD147 for Lung Cancer and Autoimmune Diseases,,,The Rappaport Institute,Oncology, Lung Cancer,Preclinical,Global
Vaccine to Target CD147 for Lung Cancer and Autoimmune Diseases,,,The Rappaport Institute,Immunology, Autoimmune Disorders,Inactive,Global
Variants of IGT-427,,,Ingenia Therapeutics Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
Variants of IGT-427,,,Ingenia Therapeutics Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
varisacumab,varisacumab [INN],,OncXerna Therapeutics Inc,Oncology, Pancreatic Cancer,Preclinical,Global
varisacumab,varisacumab [INN],Apagin,Generium,Oncology, Metastatic Colorectal Cancer,Inactive,Russia
VB-211,,,Vascular Biogenics Ltd,Cardiovascular, Ischemia,Preclinical,Global
VLTR-557,,,Valitor Inc,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Preclinical,Global
VLTR-557,,,Valitor Inc,Ophthalmology, Age Related Macular Degeneration; Retinal Vein Occlusion,Preclinical,Global
Wet AMD,,,Generation Bio Co,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
Wnt-001,,,Wntgen LLC,Metabolic Disorders, Diabetic Retinopathy,Preclinical,Global
Wnt-001,,,Wntgen LLC,Ophthalmology, Corneal Neovascularization,Preclinical,Global
Wnt-001,,,Wntgen LLC,Metabolic Disorders, Diabetic Nephropathy,Inactive,Global
Wnt-001,,,Wntgen LLC,Immunology, Systemic Sclerosis (Scleroderma),Inactive,Global
Wnt-001,,,Wntgen LLC,Genetic Disorders,Polycystic Kidney Disease,Inactive,Global
Wnt-001,,,Wntgen LLC,Gastrointestinal, Cirrhosis; Non-Alcoholic Steatohepatitis (NASH),Inactive,Global
Wnt-001,,,Wntgen LLC,Genito Urinary System And Sex Hormones,Chronic Kidney Disease (Chronic Renal Failure); Kidney Fibrosis,Inactive,Global
Wnt-001,,,Wntgen LLC,Respiratory, Idiopathic Pulmonary Fibrosis,Inactive,Global
Wnt-001,,,Wntgen LLC,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
xB-3002,,,Bioasis Technologies Inc,Oncology, Glioblastoma Multiforme (GBM),Preclinical,Global
YZ-129,,,Texas A&M University,Oncology, Glioblastoma Multiforme (GBM),Preclinical,Global
aflibercept biosimilar,,,Kidswell Bio Corp,Ophthalmology, Unspecified Ophthalmological Disorders,Discovery,Global
aflibercept biosimilar,,,GlycoNex Inc,Ophthalmology,,Discovery,Global
aflibercept biosimilar,,,GlycoNex Inc,Oncology,,Discovery,Global
aflibercept biosimilar,,,Huons Global Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Discovery,Global
AIC-104,,,Ailon Co Ltd,Oncology, Unspecified Cancer,Discovery,Global
AIC-104,,,Ailon Co Ltd,Metabolic Disorders, Diabetic Retinopathy,Discovery,Global
B-733,,,Larix Bioscience LLC,Cardiovascular, Pre-Eclampsia,Discovery,Global
bevacizumab biosimilar,,,IMGENEX India Pvt Ltd,Oncology, Colorectal Cancer,Discovery,Global
bevacizumab biosimilar,,,Clonz Biotech Pvt Ltd,Oncology, Glioblastoma Multiforme (GBM); Kidney Cancer (Renal Cell Cancer); Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Discovery,India
bevacizumab biosimilar,,,Avesthagen Ltd,Oncology, Colorectal Cancer; Glioblastoma Multiforme (GBM); Kidney Cancer (Renal Cell Cancer); Non-Small Cell Lung Cancer; Ovarian Cancer,Discovery,India
bevacizumab biosimilar,,,Huons Global Co Ltd,Oncology, Solid Tumor,Discovery,Global
Bi-specific Monoclonal Antibody to Inhibit PD-L1 and VEGFR for Oncology,,,Kadmon Holdings Inc,Oncology,,Discovery,Global
Bi-specific Monoclonal Antibody to Inhibit VEGF and Semaphorin 3A for Age Related Macular Degeneration and Diabetic Macular Edema,,,Semathera Inc,Ophthalmology, Age Related Macular Degeneration,Discovery,Global
Bi-specific Monoclonal Antibody to Inhibit VEGF and Semaphorin 3A for Age Related Macular Degeneration and Diabetic Macular Edema,,,Semathera Inc,Metabolic Disorders, Diabetic Macular Edema,Discovery,Global
DNX-214,,,DNX Biopharmaceuticals Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Discovery,Global
fenofibrate,fenofibrate,,Charlesson LLC,Metabolic Disorders, Diabetic Retinopathy,Discovery,Global
FP-008,,,Foresee Pharmaceuticals Co Ltd,Metabolic Disorders, Diabetic Retinopathy,Discovery,United States
Gene Therapy to Inhibit Transforming Growth Factor Beta (TGFb) for Breast and Lung Cancers,,,MultiVir Inc,Oncology, Breast Cancer; Lung Cancer,Discovery,Global
HuA-2T,,,Galaxy Biotech LLC,Oncology,,Discovery,Global
IBX-13,,,Ibex Biosciences LLC,Infectious Disease, Malaria,Discovery,Global
IBX-13,,,Ibex Biosciences LLC,Oncology, Lung Cancer,Inactive,Global
LQ-015,,,Shanghai Novamab Biopharmaceuticals Co Ltd,Ophthalmology, Age Related Macular Degeneration,Discovery,Global
LYN-00101,,,LynkCell Inc,Oncology, Solid Tumor,Discovery,Global
necuparanib,necuparanib,,Johnson & Johnson,Infectious Disease, Coronavirus Disease 2019 (COVID-19),Discovery,Global
necuparanib,necuparanib,,Momenta Pharmaceuticals Inc,Oncology, Lung Cancer; Metastatic Melanoma,Inactive,Global
necuparanib,necuparanib,,Momenta Pharmaceuticals Inc,Oncology, Colorectal Cancer; Metastatic Breast Cancer; Ovarian Cancer,Discontinued,Global
necuparanib,necuparanib,,Momenta Pharmaceuticals Inc,Oncology, Metastatic Pancreatic Cancer,Discontinued,United States
OGB-23501,,,Onegene Biotechnology Inc,Oncology, Solid Tumor,Discovery,Global
OGB-23502,,,Onegene Biotechnology Inc,Oncology, Solid Tumor,Discovery,Global
OGB-23503,,,Onegene Biotechnology Inc,Oncology, Solid Tumor,Discovery,Global
PPB-4010,,,Paras Biopharmaceuticals Finland Oy,Oncology, Metastatic Breast Cancer,Discovery,Global
ramucirumab biosimilar,,,Prestige BioPharma Ltd,Oncology, Adenocarcinoma Of The Gastroesophageal Junction,Discovery,Global
RBTKi,,,Rebio Technologies Ltd,Metabolic Disorders, Diabetic Macular Edema,Discovery,Global
Recombinant Protein for Age Related Macular Degeneration,,,Affilogic SAS,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Discovery,Global
SL-186,,,i2 Pharmaceuticals Inc,Oncology,,Discovery,Global
SL-188,,,i2 Pharmaceuticals Inc,Oncology,,Discovery,Global
Small Molecule to Antagonize ESR1 and VEGFR2 for Breast Cancer,,,China Pharmaceutical University,Oncology, Breast Cancer,Discovery,Global
Small Molecule to Antagonize VEGFR2 for Oncology,,,Nanjing University,Oncology,,Discovery,Global
Small Molecule to Inhibit c-Met and VEGFR-2 for Oncology,,,China Pharmaceutical University,Oncology,,Discovery,Global
Small Molecule to Inhibit VEGF for Oncology,,,FUDAN University,Oncology,,Discovery,Global
Small Molecules for Hereditary Hemorrhagic Telangiectasia,,,Starfish Innovations,Genetic Disorders, Hereditary Hemorrhagic Telangiectasia (Osler–Weber–Rendu Disease),Discovery,Global
Small Molecules to Inhibit EGFR and VEGFR-2 for Oncology,,,China Pharmaceutical University,Oncology,,Discovery,Global
Small Molecules to Inhibit VEGFR-2 for Oncology,,,Xi'an Jiaotong University,Oncology,,Discovery,Global
SPI-0500,,,Score Pharma Inc,Oncology, Colorectal Cancer,Discovery,Global
Synthetic Peptide to Inhibit VIP for Oncology,,,Interprotein Corp,Oncology,,Discovery,Global
SYP-5,,,Shenyang Pharmaceutical University,Oncology,,Discovery,Global
TGT-101,,,ToolGen Inc,Metabolic Disorders, Diabetic Retinopathy,Discovery,Global
TGT-101,,,ToolGen Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Discovery,Global
Tie2/VEGF bi-specific,,,Unity Biotechnology Inc,Ophthalmology, Age Related Macular Degeneration,Discovery,Global
Tie2/VEGF bi-specific,,,Unity Biotechnology Inc,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Discovery,Global
VEGF,,,Imugene Ltd,Oncology, Unspecified Cancer,Discovery,Global
VEGF and ANG2 Tetravalent Bispecific Antibody,,,China Medical System Holdings Ltd,Ophthalmology, Unspecified Ophthalmological Disorders,Discovery,China
YHC-1104,,,Yuhan Corp,Oncology, Non-Small Cell Lung Cancer,Discovery,Global
aflibercept biosimilar,,,Oncosimis Biotech Pvt Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Unknown,Global
AP-216,,,Aprogen Inc,Oncology, Lung Cancer; Ovarian Cancer,Unknown,Global
AP-216,,,Aprogen Inc,Ophthalmology, Choroidal Neovascularization; Retinopathy Of Prematurity,Inactive,Global
bevacizumab biosimilar,,,Karyo Biologics LLC,Oncology, Breast Cancer; Glioblastoma Multiforme (GBM); Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Unknown,United States
Gene Therapy 2 to Activate p53 for Oncology,,,Shenzen SiBiono GeneTech Co Ltd,Oncology,,Unknown,Global
ND-01,,,Therabest Co Ltd,Oncology, Unspecified Cancer,Unknown,Global
(aflibercept + rinucumab),(aflibercept + rinucumab),,Regeneron Pharmaceuticals Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,United States
2H-10,,,CSL Ltd,Metabolic Disorders, Type 2 Diabetes,Inactive,Global
A-3914,,,Albireo Pharma Inc,Gastrointestinal,,Inactive,Global
A-3914,,,Albireo Pharma Inc,Dermatology, Atopic Dermatitis (Atopic Eczema); Scar,Inactive,Global
A-3914,,,Albireo Pharma Inc,Immunology, Psoriasis,Inactive,Global
A-5425,,,Albireo Pharma Inc,Immunology, Psoriasis,Inactive,Global
A-5425,,,Albireo Pharma Inc,Dermatology, Atopic Dermatitis (Atopic Eczema); Scar,Inactive,Global
A-5425,,,Albireo Pharma Inc,Gastrointestinal,,Inactive,Global
AA-98,,,MicroConstants China Inc,Ophthalmology, Age Related Macular Degeneration,Inactive,Global
AA-98,,,MicroConstants China Inc,Oncology, Melanoma; Pancreatic Cancer,Inactive,Global
AA-98,,,MicroConstants China Inc,Central Nervous System, Multiple Sclerosis,Inactive,Global
AAA-225,,,Actinium Pharmaceuticals Inc,Oncology, Breast Cancer; Glioblastoma Multiforme (GBM); Solid Tumor,Inactive,Global
AB-393,,,Aparna Biosciences Corp (Inactive),Oncology,,Inactive,Global
AB-7,,,Suzhou Stainwei Biotech Inc,Oncology, Solid Tumor,Inactive,Global
ABP-200,,,Abpro Corp,Oncology, Solid Tumor,Inactive,Global
ABT-468,,,Abtelum Biomedical Inc (Inactive),Oncology, Pancreatic Ductal Carcinoma,Inactive,Global
ABT-468,,,Abtelum Biomedical Inc (Inactive),Central Nervous System, Intracerebral Hemorrhage,Inactive,Global
ABT-510,,,AbbVie Inc,Oncology, Head And Neck Cancer; Hodgkin Lymphoma (B-Cell Hodgkin Lymphoma); Metastatic Melanoma; Non-Hodgkin Lymphoma; Non-Small Cell Lung Cancer; Renal Cell Carcinoma; Soft Tissue Sarcoma,Inactive,Global
ABT-526,,,AbbVie Inc,Oncology, Lymphoma,Inactive,Global
AC-301,,,TWi Biotechnology Inc,Metabolic Disorders, Diabetic Retinopathy,Inactive,Global
AC-301,,,TWi Biotechnology Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
AC-607,,,AlloCure Inc. (Inactive),Genito Urinary System And Sex Hormones, Acute Renal Failure (ARF) (Acute Kidney Injury),Inactive,Global
acrizanib,acrizanib [INN],,Novartis AG,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
ACT-3673,,,Clanotech AB,Oncology, Solid Tumor,Inactive,Global
ACT-3673,,,Clanotech AB,Ophthalmology, Age Related Macular Degeneration; Macular Edema,Inactive,Global
ACT-3673,,,Clanotech AB,Cardiovascular, Atherosclerosis; Myocardial Ischemia; Stroke,Inactive,Global
ACT-3673,,,Clanotech AB,Immunology, Chronic Inflammation,Inactive,Global
ACT-3673,,,Clanotech AB,Metabolic Disorders, Diabetic Retinopathy,Inactive,Global
ACU-6151,,,Kubota Vision Inc,Metabolic Disorders, Diabetic Macular Edema; Proliferative Diabetic Retinopathy (PDR),Inactive,Global
ACU-6151,,,Kubota Vision Inc,Ophthalmology, Geographic Atrophy; Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
ACUO-2,,,Accuitis Pharmaceuticals Inc,Metabolic Disorders, Diabetic Retinopathy,Inactive,Global
AdeVasc,,AdeVasc,NT Pharma LLC,Central Nervous System, Amyotrophic Lateral Sclerosis,Inactive,Global
ADVM-032,,,Adverum Biotechnologies Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
AE-941,,Neovastat,Aeterna Zentaris Inc,Oncology, Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Refractory Multiple Myeloma; Relapsed Multiple Myeloma,Inactive,Global
aflibercept biosimilar,,,Clover Biopharmaceuticals Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,China
aflibercept biosimilar,,,Lupin Ltd,Ophthalmology, Central Retinal Vein Occlusion; Choroidal Neovascularization; Macular Edema; Myopia; Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
aflibercept biosimilar,,,Lupin Ltd,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Inactive,Global
AG-30/5C,,,AnGes Inc,Dermatology, Skin Ulcers; Wounds,Inactive,Global
AG-30/5C,,,AnGes Inc,Infectious Disease, Methicillin-Resistant Staphylococcus aureus (MRSA) Infections; Pseudomonas aeruginosa Infections,Inactive,Global
AKB-6899,,,Akebia Therapeutics Inc,Hematological Disorders, Anemia,Inactive,Global
AKB-6899,,,Akebia Therapeutics Inc,Ophthalmology,,Inactive,Global
AKB-6899,,,Akebia Therapeutics Inc,Oncology,,Inactive,United States
AKB-6899,,,Akebia Therapeutics Inc,Gastrointestinal, Colitis,Inactive,Global
AL-39324,,,Novartis AG,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
AL-78898A,,,Novartis AG,Ophthalmology, Geographic Atrophy; Wet (Neovascular / Exudative) Macular Degeneration,Inactive,Global
alacizumab pegol,alacizumab pegol [INN],,UCB SA,Oncology, Non-Small Cell Lung Cancer,Inactive,Global
albendazole,albendazole,,PharmAust Ltd,Oncology, Malignant Neoplasms; Ovarian Cancer; Peritoneal Cancer,Inactive,Global
AM-001,,,amcure GmbH,Oncology, Pancreatic Cancer,Inactive,Global
AM-1101,,,Kemin Industries Inc,Cardiovascular, Restenosis,Inactive,Global
AM-1101,,,Kemin Industries Inc,Ophthalmology, Age Related Macular Degeneration,Inactive,Global
AM-133,,,Takeda Pharmaceutical Co Ltd,Cardiovascular, Coronary Artery Disease (CAD) (Ischemic Heart Disease); Peripheral Arterial Disease (PAD)/ Peripheral Vascular Disease (PVD),Inactive,Global
andecaliximab,andecaliximab,,Gilead Sciences Inc,Oncology, Human Epidermal Growth Factor Receptor 2 Negative Breast Cancer (HER2- Breast Cancer); Lung Adenocarcinoma; Metastatic Adenocarcinoma of The Pancreas; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Pancreatic Cancer; Squamous Non-Small Cell Lung Carcinoma,Inactive,Global
andecaliximab,andecaliximab,,Gilead Sciences Inc,Oncology, Adenocarcinoma Of The Gastroesophageal Junction,Inactive,Global; Japan
andecaliximab,andecaliximab,,Gilead Sciences Inc,Respiratory, Chronic Obstructive Pulmonary Disease (COPD),Inactive,Global
andecaliximab,andecaliximab,,Gilead Sciences Inc,Oncology, Gastric Cancer,Inactive,Global; Japan; United States
andecaliximab,andecaliximab,,Gilead Sciences Inc,Respiratory, Cystic Fibrosis,Discontinued,Global
andecaliximab,andecaliximab,,Gilead Sciences Inc,Immunology, Rheumatoid Arthritis,Discontinued,Global
